Title,Journal,PubDate,PubmedID,Url,Abstract
Bioinformatic gene expression analysis demonstrates a limited number of multiple myeloma specific therapeutic targets.,Leuk Lymphoma, 2021 Aug,33612063,https://pubmed.ncbi.nlm.nih.gov/33612063/,
USP22 promotes development of lung adenocarcinoma through ubiquitination and immunosuppression.,Aging (Albany NY), 2020 Apr 15,32294625,https://pubmed.ncbi.nlm.nih.gov/32294625/,Ubiquitin-specific protease 22 (USP22) expresses highly in lung adenocarcinoma (LUAD)， which are associated with poor overall survival (OS). Microarray processing was performed to determine gene expression profiling， in which it was found that knocking down USP22 resulted in abnormal expression of a large number of genes. Differentially expressed genes (DEGs)-based protein-protein interaction (PPI) network was organized into 9 functional modules. These functional modules participated significantly in protein modification-related biological process and were involved in cancer-related pathways. The network was constructed to describe the global regulation of USP22-TF/pivot-module-pathway. It suggested that knocking down USP22 may up-regulate the expression of UBC to promote the pathways of cell cycle and ubiquitin-mediated proteolysis in the development of LUAD. More than that， knocking down USP22 can up-regulate STAT1 to activate JAK1-STAT1-caspase pathway， and promote apoptosis of tumor cell. Receiver operating characteristic (ROC) curve analysis suggested that E2F3， H2AFX， TFAP2A， PITX1， IRF7， and FOXM1 may be the potential diagnosis biomarkers for LUAD. On the other hand， BRCA1， FOXM1 and TFAP2A may be prognostic biomarkers of LUAD. In conclusion， we constructed a global regulation network to show that USP22 may promote the development of LUAD through ubiquitination and immunosuppression.Keywords:STAT1; UBC; USP22; global regulation network; lung adenocarcinoma.
Efficient Parameter Estimation Enables the Prediction of Drug Response Using a Mechanistic Pan-Cancer Pathway Model.,Cell Syst, 2018 Dec 26,30503647,https://pubmed.ncbi.nlm.nih.gov/30503647/,Mechanistic models are essential to deepen the understanding of complex diseases at the molecular level. Nowadays， high-throughput molecular and phenotypic characterizations are possible， but the integration of such data with prior knowledge on signaling pathways is limited by the availability of scalable computational methods. Here， we present a computational framework for the parameterization of large-scale mechanistic models and its application to the prediction of drug response of cancer cell lines from exome and transcriptome sequencing data. This framework is over 104times faster than state-of-the-art methods， which enables modeling at previously infeasible scales. By applying the framework to a model describing major cancer-associated pathways (>1，200 species and >2，600 reactions)， we could predict the effect of drug combinations from single drug data. This is the first integration of high-throughput datasets using large-scale mechanistic models. We anticipate this to be the starting point for development of more comprehensive models allowing a deeper mechanistic insight.Keywords:biomarker; cancer signaling; drug response; drug synergy; mechanistic modeling; parameter estimation; sequencing data; systems biology.
Transcriptome analysis uncovers the key pathways and candidate genes related to the treatment of Echinococcus granulosus protoscoleces with the repurposed drug pyronaridine.,BMC Genomics, 2021 Jul 13,34256697,https://pubmed.ncbi.nlm.nih.gov/34256697/,Background:Cystic echinococcosis (CE) is a life-threatening zoonosis caused by the larval form of Echinococcus granulosus tapeworm. Our previous study showed that an approved drug pyronaridine (PND) is highly effective against CE， both in vitro and in an animal model. To identify possible target genes， transcriptome analysis was performed with E. granulosus sensu stricto protoscoleces treated with PND.Results:A total of 1，321 genes were differentially expressed in protoscoleces treated with PND， including 541 upregulated and 780 downregulated genes. Gene ontology and KEGG analyses revealed that the spliceosome， mitogen-activated protein kinase (MAPK) pathway and ATP-binding cassette (ABC) transporters were the top three enriched pathways. Western blot analysis showed that PND treatment resulted in a dose-dependent increase in protein expression levels of EgMKK1 (MKK3/6-like) and EgMKK2 (MEK1/2-like)， two members of MAPK cascades. Interestingly， several heat shock protein (HSP) genes were greatly downregulated including stress-inducible HSPs and their constitutive cognates， and some of them belong to Echinococcus-specific expansion of HSP70.Conclusions:PND has a great impact on the spliceosome， MAPK pathway and ABC transporters， which may underline the mechanisms by which PND kills E. granulosus protoscoleces. In addition， PND downregulates HSPs expression， suggesting a close relationship between the drug and HSPs.Keywords:ABC transporter; Echinococcus granulosus; Heat shock protein; MAPK; Protoscoleces; RNA sequencing; pyronaridine.
Interindividual variability in gene expression profiles in human hepatocytes and comparison with HepaRG cells.,Drug Metab Dispos, 2012 Jan,21994436,https://pubmed.ncbi.nlm.nih.gov/21994436/,Interindividual variations in functions other than drug metabolism activity， remain poorly elucidated in human liver. In the present study， the whole transcriptome of several human hepatocyte populations and the differentiated human HepaRG cell line have been analyzed and compared， using oligonucleotide pangenomic microarrays. We show that， although the variation in the percentages of expressed genes did not exceed 14% among the primary human hepatocyte populations， huge interindividual differences in the transcript levels of many genes were observed. These genes were related to various functions; in addition to drug metabolism， they mainly concerned carbohydrate， amino acid， and lipid metabolism. HepaRG cells expressed from 81 to 92% of the genes active in human hepatocytes and， in addition， a specific gene subset mainly related to their transformed status， some chromosomal abnormalities， and the presence of primitive biliary epithelial cells. Of interest， a relationship was evidenced between abnormal basal expression levels of some target genes and their corresponding previously reported fold changes in one of four human hepatocyte populations treated with the hepatotoxic drug troglitazone and not with other nonhepatotoxic peroxisome proliferator-activated receptor agonists (PLoS One 6:e18816， 2011). Taken together， our results support the view that HepaRG cells express most of the genes active in primary human hepatocytes and show that expression of most human hepatic genes can quantitatively greatly vary among individuals， thereby contributing to explain the huge interindividual variability in susceptibility to drugs and other environmental factors.
Bayesian Network to Infer Drug-Induced Apoptosis Circuits from Connectivity Map Data.,Methods Mol Biol, 2018,29767372,https://pubmed.ncbi.nlm.nih.gov/29767372/,"The Connectivity Map (CMAP) project profiled human cancer cell lines exposed to a library of anticancer compounds with the goal of connecting cancer with underlying genes and potential treatments. As most targeted anticancer therapeutics aim to induce tumor-selective apoptosis， it is critical to understand the specific cell death pathways triggered by drugs. This can help to better understand the mechanism of how cancer cells respond to chemical stimulations and improve the treatment of human tumors. In this study， using Connectivity MAP microarray-based gene expression data， we applied a Bayesian network modeling approach and identified apoptosis as a major drug-induced cellular pathway. We focused on 13 apoptotic genes that showed significant differential expression across all drug-perturbed samples to reconstruct the apoptosis network. In our predicted subnetwork， 9 out of 15 high-confidence interactions were validated in literature， and our inferred network captured two major cell death pathways by identifying BCL2L11 and PMAIP1 as key interacting players for the intrinsic apoptosis pathway， and TAXBP1 and TNFAIP3 for the extrinsic apoptosis pathway. Our inferred apoptosis network also suggested the role of BCL2L11 and TNFAIP3 as ""gateway"" genes in the drug-induced intrinsic and extrinsic apoptosis pathways.Keywords:Apoptosis; Bayesian network; CMAP; Cancer; Drug discovery; Gene expression; Microarray."
Systematic Quality Control Analysis of LINCS Data.,CPT Pharmacometrics Syst Pharmacol, 2016 Nov,27796074,https://pubmed.ncbi.nlm.nih.gov/27796074/,The Library of Integrated Cellular Signatures (LINCS) project provides comprehensive transcriptome profiling of human cell lines before and after chemical and genetic perturbations. Its L1000 platform utilizes 978 landmark genes to infer the transcript levels of 14，292 genes computationally. Here we conducted the L1000 data quality control analysis by using MCF7， PC3， and A375 cell lines as representative examples. Before perturbations， a promising 80% correlation in transcriptome was observed between L1000- and Affymetrix HU133A-platforms. After library-based shRNA perturbations， a moderate 30% of differentially expressed genes overlapped between any two selected controls viral vectors using the L1000 platform. The mitogen-activated protein kinase， vascular endothelial growth factor， and T-cell receptor pathways were identified as the most significantly shared pathways between chemical and genetic perturbations in cancer cells. In conclusion， L1000 platform is reliable in assessing transcriptome before perturbation. Its response to perturbagens needs to be interpreted with caution. A quality control analysis pipeline of L1000 is recommended before addressing biological questions.
Exosomal-microRNA transcriptome profiling of Parental and CSC-like MDA-MB-231 cells in response to cisplatin treatment.,Pathol Res Pract, 2022 May,35398617,https://pubmed.ncbi.nlm.nih.gov/35398617/,Triple negative breast cancer (TNBC) is the most aggressive breast cancer subtype with higher risk of metastasis and cancer reoccurrence. Cisplatin is one of the potential anticancer drugs for treating TNBC， where its effectiveness remains challenged by frequent occurrence of cisplatin resistance. Since acquirement of drug resistance often being associated with presence of cancer stem cells (CSCs)， investigation has been conducted， suggesting CSC-like subpopulation to be more resistant to cisplatin than their parental counterpart. On the other hand， plethora evidences showed the transmission of exosomal-miRNAs are capable of promoting drug resistance in breast cancers. In this study， we aim to elucidate the differential expression of exosomal-microRNAs profile and reveal the potential target genes in correlation to cisplatin resistance associated with CSC-like subpopulation by using TNBC cell line (MDA-MB-231). Utilizing next generation sequencing and Nanostring techniques， cisplatin-induced dysregulation of exosomal-miRNAs were evaluated in maximal for CSC-like subpopulation as compared to parental cells. Intriguingly， more oncogenic exosomal-miRNAs profile was detected from treated CSC-like subpopulation， which may correlate to enhancement of drug resistance and maintenance of CSCs. In treated CSC-like subpopulation， unique clusters of exosomal-miRNAs namely miR-221-3p， miR-196a-5p， miR-17-5p and miR-126-3p were predicted to target on six genes (ATXN1， LATS1， GSK3β， ITGA6， JAG1 and MYC)， aligned with previous finding which demonstrated dysregulation of these genes in treated CSC-like subpopulation. Our results highlight the potential correlation of exosomal-miRNAs and their target genes as well as novel perspectives of the corresponding pathways that may be essential to contribute to the attenuated cytotoxicity of cisplatin in CSC-like subpopulation.Keywords:Cancer stem cells; Cisplatin resistance; Exosomal-miRNAs; Triple negative breast cancer.
Identification of drug combinations on the basis of machine learning to maximize anti-aging effects.,PLoS One, 2021 Jan 28,33507975,https://pubmed.ncbi.nlm.nih.gov/33507975/,ging is a multifactorial process that involves numerous genetic changes， so identifying anti-aging agents is quite challenging. Age-associated genetic factors must be better understood to search appropriately for anti-aging agents. We utilized an aging-related gene expression pattern-trained machine learning system that can implement reversible changes in aging by linking combinatory drugs. In silico gene expression pattern-based drug repositioning strategies， such as connectivity map， have been developed as a method for unique drug discovery. However， these strategies have limitations such as lists that differ for input and drug-inducing genes or constraints to compare experimental cell lines to target diseases. To address this issue and improve the prediction success rate， we modified the original version of expression profiles with a stepwise-filtered method. We utilized a machine learning system called deep-neural network (DNN). Here we report that combinational drug pairs using differential expressed genes (DEG) had a more enhanced anti-aging effect compared with single independent treatments on leukemia cells. This study shows potential drug combinations to retard the effects of aging with higher efficacy using innovative machine learning techniques.
Differential transcription profiling of the phage LUZ19 infection process in different growth media.,RNA Biol, 2021 Nov,33448239,https://pubmed.ncbi.nlm.nih.gov/33448239/,RNA sequencing of phage-infected bacterial cultures offers a snapshot of transcriptional events occurring during the infection process， providing insights into the phage transcriptional organization as well as the bacterial response. To better mimic real environmental contexts， we performed RNA-seq ofPseudomonas aeruginosaPAO1 cultures infected with phage LUZ19 in a mammalian cell culture medium to better simulate a phage therapy event and the data were compared to lysogeny broth medium. Regardless of the media， phage LUZ19 induces significant transcriptional changes in the bacterial host over time， particularly during early infection (t= 5 min) and gradually shuts down bacterial transcription. In a common response in both media， 56P. aeruginosaPAO1 genes are differentially transcribed and clustered into several functional categories such as metabolism， translation and transcription. Our data allowed us to tease apart a medium-specific response during infection from the identified infection-associated responses. This reinforces the concept that phages overtake bacterial transcriptome in a strict manner to gain control of the bacterial machinery and reallocate resources for infection， in this case overcoming the nutritional limitations of the mammalian cell culture medium. From a phage therapy perspective， this study contributes towards a better understanding of phage-host interaction in human physiological conditions and demonstrates the versatility of phage LUZ19 to adapt to different environments.Keywords:Bacteriophage; P. aeruginosa; RNA-seq; gene expression; transcriptome.
MicroRNA profiling in human breast cancer cell lines exposed to the anti-neoplastic drug cediranib.,Oncol Rep, 2016 Dec,27748845,https://pubmed.ncbi.nlm.nih.gov/27748845/,Cediranib， a pan-tyrosine kinase inhibitor is showing promising results for the treatment of several solid tumours. In breast cancer， its effects remain unclear， and there are no predictive biomarkers. Several studies have examined the expression profiles of microRNAs (miRNAs) in response to different chemotherapy treatments and found that the expression patterns may be associated with the treatment response. Therefore， our aim was to evaluate the cellular behaviour and differential expression profiles of miRNAs in breast cancer cell lines exposed to cediranib. The biological effect of this drug was measured by viability， migration， invasion and cell death in in vitro assays. Signaling pathways were assessed using a human phospho-receptor tyrosine kinase array. Furthermore， using a miRNA array and quantitative real-time PCR (qRT‑PCR)， we assessed the relative expression of miRNAs following cediranib treatment. The breast cancer cell lines exhibited a distinct cytotoxic response to cediranib treatment. Cediranib exposure resulted in a decrease in the cell migration and invasion of all the breast cancer cell lines. Treatment with cediranib appeared to be able to modulate the activation of several RTKs that are targets of cediranib such as EGFR and a new potential target ROR2. Furthermore， this drug was able to modulate the expression profile of different microRNAs such as miR-494， miR-923， miR-449a， miR-449b and miR-886-3 in breast cancer cell lines. These miRNAs are reported to regulate genes involved in important molecular processes， according to bioinformatics prediction tools.
Stem cell-like gene expression signature identified in ionizing radiation-treated cancer cells.,Gene, 2015 Nov 10,26255092,https://pubmed.ncbi.nlm.nih.gov/26255092/,Recent studies have reported that embryonic stem (ES) cell-associated gene expression signatures have been identified in poorly differentiated tumors， revealing a link between ES cell identity and cancer cells. Cancer cells originate from cancer stem cells (CSCs). Both types of cells share common properties such as self-renewal and heterogeneity. CSCs are also resistant to conventional chemotherapy and radiotherapy. Here， we show similar gene expression patterns between ES cells and ionizing radiation (IR)-treated cancer cells. Using genome-wide transcriptome analysis， we compared the gene expression profiles among ES cells， cancer cells， and irradiated cancer cells， and identified a subset of similar gene expression patterns between ES cells and irradiated cancer cells， indicated by hierarchical clustering. These gene expression patterns were then confirmed by quantitative real-time reverse transcription polymerase chain reaction (qRT-PCR) analyses. Using bioinformatic analyses， these candidate genes are also associated with various biological pathways related to stemness in cancer. Taken together， our data suggest that identification of common molecular characteristics between ES cells and irradiated cancer cells is important to understand the properties of cancer stem cells and their resistance to radiotherapy.Keywords:Cancer stem cells; Embryonic stem (ES) cell; Expression microarray; Ionizing radiation.
Complex formation between metabolic enzymes in tumor cells: unfolding the MDR1-IDE paradigm.,Mol Cancer Ther, 2009 Nov,19825794,https://pubmed.ncbi.nlm.nih.gov/19825794/,
A pan-cancer analysis of progression mechanisms and drug sensitivity in cancer cell lines.,Mol Omics, 2019 Dec 2,31570905,https://pubmed.ncbi.nlm.nih.gov/31570905/,Biomarker discovery involves identifying genetic abnormalities within a tumor. However， one of the main challenges in defining such therapeutic targets is accounting for the molecular heterogeneity of cancer. By integrating somatic mutation and gene expression data from hundreds of heterogeneous cell lines from the Cancer Cell Line Encyclopedia (CCLE)， we identify sequences of genetic events that may help explain common patterns of oncogenesis across 22 tumor types， and evaluate the general effect of late-stage mutations on drug sensitivity and resistance mechanisms. Through gene enrichment analysis， we find several cancer-specific and immune pathways that are significantly enriched in each of our three proposed phases of cancer progression. By further analyzing the drug activity area associated with compounds that target the BRAF oncogene， a known predictor of drug sensitivity for several compounds used in cancer treatment， we verify that the acquisition of new driver mutations interferes with the targeted drug mechanism， meaning that cells without late-stage mutations generally respond better to drugs.
Transcription profiling of gene expression in drug discovery and development: the NCI experience.,Eur J Cancer, 2004 Nov,15541957,https://pubmed.ncbi.nlm.nih.gov/15541957/,Transcript profiling， using microarray or other analogous technologies， to query on a large-scale the expression of genes in tumours or their derivative cell lines has numerous potential uses in oncology drug discovery and development. Characterisation of genes expressed in tumours may allow tumours to be separated into subsets defining subtypes that have a distinctive pathway utilisation. The molecular entities comprising the pathways which distinguish one disease subset from another then become potential candidate drug targets. Alternatively， gene expression patterns may be correlated with the degree of antiproliferative effect of candidate drug leads. This can reveal aspects of the drug's action that could serve to provide a further basis for benchmarking the generation of analogues or provide important information about pathways potentially modulated by the drug in achieving cytotoxicity. New information is emerging that the expression of drug transport-related molecules is a major variable that can be usefully explored using gene expression data， and the features promoting successful drug handling by the tumour cell may be an additional variable which can be illuminated by gene expression studies.
Transcriptomic evidence of black soybean ethanolic extract and 2-aminobutyric acid in suppressing neuroinflammation and enhancing synaptic transmission.,Biomed Pharmacother, 2024 Dec,39488055,https://pubmed.ncbi.nlm.nih.gov/39488055/,Introduction:Recently， the awareness of the beneficial utilization of natural bioactive compounds in treating neuroinflammation has gained particular attention. We aimed to understand the anti-neuroinflammatory effect of black soybeans (Glycine max (L.) Merr) ethanolic extract (BBEE) and its bioactive compound， 2-aminobutyric acid (2-AB)， against LPS-induced SH-SY5Y cells.Method:Cell viability and the optimum therapeutic dose were confirmed by MTT assay. We conducted a whole-transcriptomic analysis of BBEE and 2-AB in LPS-induced SH-SY5Y cells using microarray normalized with SST-RMA. DEGs were selected based on p-value < 0.05 and fold change > 2， and validated by RT-qPCR and immunocytochemical analyses.Results:We found that both BBEE and 2-AB down-regulated the expression of inflammatory cytokines IL6 and TNFA under LPS-induced conditions. This was also observed in the microarray data， showing downregulation of several inflammatory pathways， such as NF-kB， and IL6-JAK/STAT3-signaling pathways. In contrast， it upregulated the expression of CALML3， GRIN2， and GRIA2 gene expressions， which influence the AMPK and CAMK2 signaling pathways， indicating the potential of BBEE in neurotransmission and synaptic function. Also， immunofluorescence analysis revealed that 2-AB treatment significantly increased PSD-95 and Ca2+levels， suggesting its effect on synaptic transmission essential for brain function.Conclusion:Our findings suggest the potential anti-neuroinflammatory effects of BBEE and 2-AB， which may offer therapeutic and preventive benefits in mitigating neurological disorders. Given that BB is widely consumed in many Asian countries， our study may encourage its incorporation into the daily diet to slow inflammation-induced neurodegenerative disorders， reduce age-related cognitive decline， and enhance overall brain function.Keywords:Black soybean; Neuroinflammation; Proinflammatory cytokine; Synaptic transmission; Transcriptomics.
Toxicogenomics of A375 human malignant melanoma cells.,Pharmacogenomics, 2007 Aug,17716235,https://pubmed.ncbi.nlm.nih.gov/17716235/,Toxicogenomics applications are increasingly applied to the evaluation of preclinical drug safety， and to explain toxicities associated with compounds at the mechanism level. In this review， we aim to describe the application of toxicogenomics tools for studying the genotoxic effect of active compounds on the gene-expression profile of A375 human malignant melanoma cells， through the other molecular functions of target genes， regulatory pathways and mechanisms of malignant melanomas. It also includes the current systems biology approaches， which are very useful for analyzing the biological system and understanding the entire mechanisms of malignant melanomas. We believe that this review would be very potent and useful for studying the toxicogenomics of A375 melanoma cells， and for further diagnostic and therapeutic applications.
